Number,Name,Type 1,Abilities,HP,Att,Def,Spa,Spd,Spe,BST,Mean,Standard Deviation,Generation,Experience type,Experience to level 100,Final Evolution,Catch Rate,Legendary,Height,Weight,BMI
879,Copperajah,Steel,"['Heavy Metal', 'Sheer Force']",122,130,69,80,69,30,500,83.33333333333330,34.00816895329060,8.0,Medium Fast,1000000,1.0,90,0.0,3.0,650.0,72.2
880,Dracozolt,Electric,"['Hustle', 'Sand Rush', 'Volt Absorb']",90,100,90,80,70,75,505,84.16666666666670,10.172129679778100,8.0,Slow,1250000,1.0,45,0.0,1.8,190.0,58.6
881,Arctozolt,Electric,"['Slush Rush', 'Static', 'Volt Absorb']",90,100,90,90,80,55,505,84.16666666666670,14.264368973853100,8.0,Slow,1250000,1.0,45,0.0,2.3,150.0,28.4
882,Dracovish,Water,"['Sand Rush', 'Strong Jaw', 'Water Absorb']",90,90,100,70,80,75,505,84.16666666666670,10.172129679778100,8.0,Slow,1250000,1.0,45,0.0,2.3,215.0,40.6
883,Arctovish,Water,"['Ice Body', 'Slush Rush', 'Water Absorb']",90,90,100,80,90,55,505,84.16666666666670,14.264368973853100,8.0,Slow,1250000,1.0,45,0.0,2.0,175.0,43.8
884,Duraludon,Steel,"['Heavy Metal', 'Light Metal', 'Stalwart']",70,95,115,120,50,85,535,89.16666666666670,24.395468613840700,8.0,Medium Fast,1000000,1.0,45,0.0,1.8,40.0,12.3
885,Dreepy,Dragon,"['Clear Body', 'Cursed Body', 'Infiltrator']",28,60,30,40,30,82,270,45.0,19.82422760159900,8.0,Slow,1250000,0.0,45,0.0,0.5,2.0,8.0
886,Drakloak,Dragon,"['Clear Body', 'Cursed Body', 'Infiltrator']",68,80,50,60,50,102,410,68.33333333333330,18.30907485981260,8.0,Slow,1250000,0.0,45,0.0,1.4,11.0,5.6
887,Dragapult,Dragon,"['Clear Body', 'Cursed Body', 'Infiltrator']",88,120,75,100,75,142,600,100.0,24.35159132377180,8.0,Slow,1250000,1.0,45,0.0,3.0,50.0,5.6
888,Zacian,Fairy,['Intrepid Sword'],92,130,115,80,115,138,670,111.66666666666700,20.171487027209700,8.0,Slow,1250000,1.0,10,1.0,2.8,110.0,14.0
888,Zacian Crowned Sword,Fairy,['Intrepid Sword'],92,170,115,80,115,148,720,120.0,30.870698080866300,8.0,Slow,1250000,1.0,10,1.0,2.8,355.0,45.3
889,Zamazenta,Fighting,['Dauntless Shield'],92,130,115,80,115,138,670,111.66666666666700,20.171487027209700,8.0,Slow,1250000,1.0,10,1.0,2.9,210.0,25.0
889,Zamazenta Crowned Shield,Fighting,['Dauntless Shield'],92,130,145,80,145,128,720,120.0,25.15949125081830,8.0,Slow,1250000,1.0,10,1.0,2.9,785.0,93.3
890,Eternatus,Poison,['Pressure'],140,85,95,145,95,130,690,115.0,23.9791576165636,8.0,Slow,1250000,1.0,255,1.0,20.0,950.0,2.4
891,Kubfu,Fighting,['Inner Focus'],60,90,60,53,50,72,385,64.16666666666670,13.47116261583320,8.0,Slow,1250000,0.0,3,1.0,0.6,12.0,33.3
892,Urshifu Rapid Strike Style,Fighting,['Unseen Fist'],100,130,100,63,60,97,550,91.66666666666670,24.01851137953580,8.0,Slow,1250000,1.0,3,1.0,1.9,105.0,29.1
892,Urshifu Single Strike Style,Fighting,['Unseen Fist'],100,130,100,63,60,97,550,91.66666666666670,24.01851137953580,8.0,Slow,1250000,1.0,3,1.0,1.9,105.0,29.1
893,Zarude,Dark,['Leaf Guard'],105,120,105,70,95,105,600,100.0,15.275252316519500,8.0,Slow,1250000,1.0,3,1.0,1.8,70.0,21.6
894,Regieleki,Electric,['Transistor'],80,100,50,100,50,200,580,96.66666666666670,50.55250296034370,8.0,Slow,1250000,1.0,3,1.0,1.2,145.0,100.7
895,Regidrago,Dragon,"[""Dragon's Maw""]",200,100,50,100,50,80,580,96.66666666666670,50.55250296034370,8.0,Slow,1250000,1.0,3,1.0,2.1,200.0,45.4
896,Glastrier,Ice,['Chilling Neigh'],100,145,130,65,110,30,580,96.66666666666670,38.908725099762500,8.0,Slow,1250000,1.0,3,1.0,2.2,800.0,165.3
897,Spectrier,Ghost,['Grim Neigh'],100,65,60,145,80,130,580,96.66666666666670,31.84162195757130,8.0,Slow,1250000,1.0,3,1.0,2.0,44.5,11.1
898,Calyrex,Psychic,['Unnerve'],100,80,80,80,80,80,500,83.33333333333330,7.453559924999300,8.0,Slow,1250000,1.0,3,1.0,1.1,7.7,6.4
898,Calyrex Ice Rider,Psychic,['As One'],100,165,150,85,130,50,680,113.33333333333300,39.33474573735320,8.0,Slow,1250000,1.0,3,1.0,2.4,809.1,140.5
898,Calyrex Shadow Rider,Psychic,['As One'],100,85,80,165,100,150,680,113.33333333333300,32.36081306491270,8.0,Slow,1250000,1.0,3,1.0,2.4,53.6,9.3
